Genus	Sum	Percent	KOrtholog	Host_Genus
g__Actinobacillus	8.271	1.48796191853719	K01961	Gorilla
g__Advenella	0	0	K01961	Gorilla
g__Aggregatibacter	66.512	11.9655813233884	K01961	Gorilla
g__Agrobacterium	0	0	K01961	Gorilla
g__Bacillus	0	0	K01961	Gorilla
g__Bacteroides	0	0	K01961	Gorilla
g__Brevundimonas	1.499	0.269671734480383	K01961	Gorilla
g__Burkholderia	0	0	K01961	Gorilla
g__Campylobacter	0.89	0.160111970438653	K01961	Gorilla
g__Capnocytophaga	2.249	0.404597552265764	K01961	Gorilla
g__Chlorobium	0	0	K01961	Gorilla
g__Citrobacter	1.616	0.290720162054902	K01961	Gorilla
g__Clostridium	0	0	K01961	Gorilla
g__Cryptobacterium	6.648	1.19598244884962	K01961	Gorilla
g__Enterobacter	1.549	0.278666788999408	K01961	Gorilla
g__Escherichia	3.494	0.628574409789498	K01961	Gorilla
g__Exiguobacterium	2.974	0.535025842791633	K01961	Gorilla
g__Filifactor	0.569	0.102363720426509	K01961	Gorilla
g__Haemophilus	0	0	K01961	Gorilla
g__Klebsiella	0.653	0.117475412018472	K01961	Gorilla
g__Lactobacillus	6.039	1.08642268480789	K01961	Gorilla
g__Lactococcus	0.401	0.072140337242584	K01961	Gorilla
g__Leptotrichia	0.379	0.0681825132542128	K01961	Gorilla
g__Lysinibacillus	0.112	0.020148922122617	K01961	Gorilla
g__Macrococcus	0.163	0.0293238777320229	K01961	Gorilla
g__Micromonospora	0	0	K01961	Gorilla
g__Morganella	0.367	0.0660237001696467	K01961	Gorilla
g__Neisseria	208.166	37.449290380149	K01961	Gorilla
g__Nitrosomonas	0.092	0.0165509003150068	K01961	Gorilla
g__Nitrosospira	0.185	0.0332817017203941	K01961	Gorilla
g__Pantoea	0	0	K01961	Gorilla
g__Paracoccus	0	0	K01961	Gorilla
g__Pseudomonas	3.165	0.56938695105431	K01961	Gorilla
g__Rahnella	0	0	K01961	Gorilla
g__Rhodanobacter	1.015	0.182599606736216	K01961	Gorilla
g__Rhodopseudomonas	0.744	0.133846411243099	K01961	Gorilla
g__Selenomonas	0	0	K01961	Gorilla
g__Staphylococcus	2.018	0.363040400387867	K01961	Gorilla
g__Streptococcus	10.858	1.95336603935156	K01961	Gorilla
g__Streptosporangium	0	0	K01961	Gorilla
g__Variovorax	0	0	K01961	Gorilla
unclassified	223.217	40.156981691466	K01961	Gorilla
Total	555.861	100	K01961	Gorilla
g__Acidovorax	0	0	K01961	Alouatta
g__Acinetobacter	0	0	K01961	Alouatta
g__Actinobacillus	0	0	K01961	Alouatta
g__Advenella	0	0	K01961	Alouatta
g__Aggregatibacter	59.972	10.694676022933	K01961	Alouatta
g__Agrobacterium	0	0	K01961	Alouatta
g__Bacillus	0	0	K01961	Alouatta
g__Bacteroides	0	0	K01961	Alouatta
g__Brevundimonas	0	0	K01961	Alouatta
g__Burkholderia	0	0	K01961	Alouatta
g__Campylobacter	2.526	0.450456073399731	K01961	Alouatta
g__Capnocytophaga	0.106	0.0189027489233458	K01961	Alouatta
g__Chlorobium	0	0	K01961	Alouatta
g__Citrobacter	0	0	K01961	Alouatta
g__Clostridium	0	0	K01961	Alouatta
g__Cryptobacterium	0	0	K01961	Alouatta
g__Enterobacter	0	0	K01961	Alouatta
g__Escherichia	0	0	K01961	Alouatta
g__Exiguobacterium	0	0	K01961	Alouatta
g__Filifactor	0	0	K01961	Alouatta
g__Haemophilus	0	0	K01961	Alouatta
g__Klebsiella	0	0	K01961	Alouatta
g__Lactobacillus	0	0	K01961	Alouatta
g__Lactococcus	0	0	K01961	Alouatta
g__Leptotrichia	9.529	1.69928579708077	K01961	Alouatta
g__Lysinibacillus	0	0	K01961	Alouatta
g__Macrococcus	0	0	K01961	Alouatta
g__Micromonospora	0	0	K01961	Alouatta
g__Morganella	0	0	K01961	Alouatta
g__Neisseria	0.215	0.0383404813067863	K01961	Alouatta
g__Nitrosomonas	0.105	0.0187244211033142	K01961	Alouatta
g__Nitrosospira	0	0	K01961	Alouatta
g__Pantoea	0	0	K01961	Alouatta
g__Paracoccus	0	0	K01961	Alouatta
g__Pseudomonas	0	0	K01961	Alouatta
g__Rahnella	0	0	K01961	Alouatta
g__Rhodanobacter	0	0	K01961	Alouatta
g__Rhodopseudomonas	0.523	0.093265449876508	K01961	Alouatta
g__Selenomonas	0	0	K01961	Alouatta
g__Staphylococcus	0	0	K01961	Alouatta
g__Streptococcus	342.06	60.9988141199968	K01961	Alouatta
g__Streptosporangium	0	0	K01961	Alouatta
g__Variovorax	0	0	K01961	Alouatta
unclassified	145.729	25.9875348853798	K01961	Alouatta
Total	560.765	100	K01961	Alouatta
g__Aeromonas	0	0	K07173	Homo
g__Aggregatibacter	95.319	4.40450528504592	K07173	Homo
g__Bacillus	0	0	K07173	Homo
g__Bacteroides	0	0	K07173	Homo
g__Campylobacter	5.696	0.26320106278519	K07173	Homo
g__Capnocytophaga	111.165	5.13671807312424	K07173	Homo
g__Citrobacter	0	0	K07173	Homo
g__Clostridium	0	0	K07173	Homo
g__Cryptobacterium	0	0	K07173	Homo
g__Enterobacter	0	0	K07173	Homo
g__Escherichia	0	0	K07173	Homo
g__Exiguobacterium	0	0	K07173	Homo
g__Fusobacterium	31.043	1.43443655056894	K07173	Homo
g__Haemophilus	50.599	2.33808121065096	K07173	Homo
g__Lactobacillus	0.153	0.00706983191821175	K07173	Homo
g__Leptotrichia	28.271	1.30634783110957	K07173	Homo
g__Lysinibacillus	0	0	K07173	Homo
g__Macrococcus	0	0	K07173	Homo
g__Morganella	0	0	K07173	Homo
g__Neisseria	513.077	23.7082885692832	K07173	Homo
g__Olsenella	39.532	1.82669670190031	K07173	Homo
g__Pantoea	0.185	0.00854848957430832	K07173	Homo
g__Porphyromonas	30.11	1.39132443828337	K07173	Homo
g__Prevotella	4.429	0.204655461214117	K07173	Homo
g__Propionibacterium	78.76	3.63934615606769	K07173	Homo
g__Proteus	0	0	K07173	Homo
g__Rothia	78.1	3.6088488419107	K07173	Homo
g__Staphylococcus	5.187	0.239681164442904	K07173	Homo
g__Streptococcus	869.438	40.1750361000404	K07173	Homo
unclassified	223.061	10.3072142320799	K07173	Homo
Total	2164.125	100	K07173	Homo
g__Aeromonas	0	0	K07173	Pan
g__Aggregatibacter	0	0	K07173	Pan
g__Bacillus	1.399	2.68419033000768	K07173	Pan
g__Bacteroides	0	0	K07173	Pan
g__Campylobacter	0	0	K07173	Pan
g__Capnocytophaga	0.21	0.402916346891788	K07173	Pan
g__Citrobacter	0	0	K07173	Pan
g__Clostridium	0.229	0.43937068303914	K07173	Pan
g__Cryptobacterium	4.159	7.97966231772832	K07173	Pan
g__Enterobacter	0.358	0.686876438986953	K07173	Pan
g__Escherichia	0.199	0.381811204911742	K07173	Pan
g__Exiguobacterium	0	0	K07173	Pan
g__Fusobacterium	4.386	8.41519570222563	K07173	Pan
g__Haemophilus	0	0	K07173	Pan
g__Lactobacillus	0	0	K07173	Pan
g__Leptotrichia	0	0	K07173	Pan
g__Lysinibacillus	0.639	1.22601688411358	K07173	Pan
g__Macrococcus	0.19	0.364543361473523	K07173	Pan
g__Morganella	0	0	K07173	Pan
g__Neisseria	0	0	K07173	Pan
g__Olsenella	30.545	58.605141980046	K07173	Pan
g__Pantoea	0	0	K07173	Pan
g__Porphyromonas	6.776	13.0007674597084	K07173	Pan
g__Prevotella	0.449	0.861473522640061	K07173	Pan
g__Propionibacterium	0.13	0.249424405218726	K07173	Pan
g__Proteus	0	0	K07173	Pan
g__Rothia	0	0	K07173	Pan
g__Staphylococcus	0.152	0.291634689178818	K07173	Pan
g__Streptococcus	1.311	2.51534919416731	K07173	Pan
unclassified	0.988	1.89562547966232	K07173	Pan
Total	52.12	100	K07173	Pan
g__Aeromonas	0.518	0.0787560796500676	K07173	Gorilla
g__Aggregatibacter	35.516	5.39980873523514	K07173	Gorilla
g__Bacillus	0	0	K07173	Gorilla
g__Bacteroides	0	0	K07173	Gorilla
g__Campylobacter	0	0	K07173	Gorilla
g__Capnocytophaga	1.705	0.259226092284489	K07173	Gorilla
g__Citrobacter	0.874	0.132881879564014	K07173	Gorilla
g__Clostridium	0	0	K07173	Gorilla
g__Cryptobacterium	1.73	0.263027061379569	K07173	Gorilla
g__Enterobacter	1.915	0.291154232683165	K07173	Gorilla
g__Escherichia	2.698	0.410200584741086	K07173	Gorilla
g__Exiguobacterium	2.486	0.377968366814803	K07173	Gorilla
g__Fusobacterium	2.063	0.313655969726041	K07173	Gorilla
g__Haemophilus	0	0	K07173	Gorilla
g__Lactobacillus	0.471	0.0716102577513163	K07173	Gorilla
g__Leptotrichia	0.142	0.0215895044600571	K07173	Gorilla
g__Lysinibacillus	0.118	0.0179405741287799	K07173	Gorilla
g__Macrococcus	0.242	0.0367933808403791	K07173	Gorilla
g__Morganella	0.526	0.0799723897604933	K07173	Gorilla
g__Neisseria	209.682	31.8797920717866	K07173	Gorilla
g__Olsenella	11.4	1.7332419073567	K07173	Gorilla
g__Pantoea	0	0	K07173	Gorilla
g__Porphyromonas	0.106	0.0161161089631412	K07173	Gorilla
g__Prevotella	0	0	K07173	Gorilla
g__Propionibacterium	0.109	0.0165722252545509	K07173	Gorilla
g__Proteus	0.686	0.104298591969008	K07173	Gorilla
g__Rothia	1.487	0.226081641775387	K07173	Gorilla
g__Staphylococcus	1.581	0.24037328557289	K07173	Gorilla
g__Streptococcus	18.075	2.74810065574319	K07173	Gorilla
unclassified	363.597	55.2808384025591	K07173	Gorilla
Total	657.727	100	K07173	Gorilla
g__Aeromonas	0	0	K07173	Alouatta
g__Aggregatibacter	52.22	15.4644365342131	K07173	Alouatta
g__Bacillus	0	0	K07173	Alouatta
g__Bacteroides	0	0	K07173	Alouatta
g__Campylobacter	2.943	0.871540343167159	K07173	Alouatta
g__Capnocytophaga	0.158	0.0467901373497829	K07173	Alouatta
g__Citrobacter	0	0	K07173	Alouatta
g__Clostridium	0	0	K07173	Alouatta
g__Cryptobacterium	0	0	K07173	Alouatta
g__Enterobacter	0	0	K07173	Alouatta
g__Escherichia	0	0	K07173	Alouatta
g__Exiguobacterium	0	0	K07173	Alouatta
g__Fusobacterium	3.057	0.905300315685357	K07173	Alouatta
g__Haemophilus	0	0	K07173	Alouatta
g__Lactobacillus	0	0	K07173	Alouatta
g__Leptotrichia	5.781	1.7119859748044	K07173	Alouatta
g__Lysinibacillus	0	0	K07173	Alouatta
g__Macrococcus	0	0	K07173	Alouatta
g__Morganella	0	0	K07173	Alouatta
g__Neisseria	6.499	1.92461457364708	K07173	Alouatta
g__Olsenella	0	0	K07173	Alouatta
g__Pantoea	0	0	K07173	Alouatta
g__Porphyromonas	3.739	1.10726787057493	K07173	Alouatta
g__Prevotella	0	0	K07173	Alouatta
g__Propionibacterium	0	0	K07173	Alouatta
g__Proteus	0	0	K07173	Alouatta
g__Rothia	0	0	K07173	Alouatta
g__Staphylococcus	0	0	K07173	Alouatta
g__Streptococcus	0.34	0.100687637334976	K07173	Alouatta
unclassified	262.941	77.8673766132232	K07173	Alouatta
Total	337.678	100	K07173	Alouatta
